id,x,y,class
0,-37.07786,3.1810403,0
1,-40.154675,-14.506005,0
2,-23.13276,-6.0598454,0
3,-17.93756,-20.504343,0
4,-37.273136,-22.145205,0
5,-18.603315,-7.0244,0
6,-16.700006,-19.511223,0
7,-13.979056,-4.4291725,0
8,-40.151745,-13.860695,0
9,-17.786985,5.1843367,0
10,-16.640974,6.1435294,0
11,-16.281326,-5.342853,0
12,-30.684465,-14.925776,0
13,-28.200603,9.127291,0
14,-15.816328,-16.373894,0
15,-8.1578,-4.7571216,0
16,-25.21381,-16.620453,0
17,-13.069162,-2.6671667,0
18,-38.9747,-19.502167,0
19,-19.553217,-13.221244,0
20,-15.7685995,-20.908224,0
21,-29.342966,-18.6774,0
22,-16.718876,-20.8284,0
23,-28.931187,-2.4439468,0
24,-49.66971,-3.6695378,0
25,-47.9878,-4.4758368,0
26,-13.657383,-14.74193,0
27,-25.29254,6.9969783,0
28,-27.796362,12.60313,0
29,-20.001373,4.830744,0
30,-50.16264,-4.9323645,0
31,-10.826233,-17.59162,0
32,-10.732105,-18.18066,0
33,-12.656608,-1.399541,0
34,-19.78557,0.92543983,0
35,-45.53637,-5.2753496,0
36,-17.343353,7.6224537,0
37,-22.415943,-3.663994,0
38,-35.417847,-8.088575,0
39,-42.156403,-0.29777884,0
40,-38.491287,4.8531814,0
41,-9.539578,-7.1065526,0
42,-37.480446,-8.541162,0
43,-42.0163,1.9455734,0
44,-44.339134,-1.703643,0
45,-22.474611,6.322425,0
46,-35.727047,-21.733187,0
47,-33.291557,-3.9283807,0
48,-39.186363,5.079259,0
49,-24.272312,-3.7243042,0
50,-45.87189,-5.9460664,0
51,-39.923477,5.5964766,0
52,-46.985195,-5.811069,0
53,-44.825867,1.1682253,0
54,-28.309298,-2.7017937,0
55,-32.24816,-14.328269,0
56,-17.890654,-4.514083,0
57,-36.124535,-21.766598,0
58,-42.308437,-11.589553,0
59,-8.957607,-4.6261454,0
60,-50.16875,-4.366143,0
61,-19.283415,7.4205713,0
62,-18.814981,-8.265289,0
63,-29.653166,-14.82781,0
64,-13.138615,-17.086693,0
65,-29.39305,13.286713,0
66,-37.129406,-8.000531,0
67,-23.766022,-18.333258,0
68,-17.038647,-5.553267,0
69,-25.65231,-18.913198,0
70,-42.515697,-9.843679,0
71,-27.374584,-2.4608462,0
72,-31.092445,1.7627666,0
73,-25.83995,7.36743,0
74,-19.493532,-8.424759,0
75,-30.269587,6.952489,0
76,-39.885693,4.0813107,0
77,-26.522995,12.038381,0
78,-29.439198,8.468066,0
79,-13.7497225,-4.9320297,0
80,-15.92329,1.3363705,0
81,-17.347904,0.49668017,0
82,-29.981922,7.860478,0
83,-35.410843,-19.052317,0
84,-25.919342,1.0563672,0
85,-41.726448,-13.113779,0
86,-41.65253,-3.3962033,0
87,-37.815193,4.275527,0
88,-10.39447,-7.4145336,0
89,-16.525978,-4.7065625,0
90,-27.400368,12.142887,0
91,-23.172913,-5.68799,0
92,-16.101439,-0.9769539,0
93,-19.552942,1.3062137,0
94,-22.085323,5.90298,0
95,-49.82933,-3.147243,0
96,-24.620861,1.0912027,0
97,-28.401722,12.610285,0
98,-10.191445,-2.43324,0
99,-17.85255,-8.512838,0
100,-17.642635,3.4557295,0
101,-38.809765,-8.948539,0
102,-30.023178,8.766415,0
103,-19.2264,-8.53238,0
104,-17.10732,-4.0090036,0
105,-15.8851185,-21.79862,0
106,-40.214073,-1.3756119,0
107,-31.561617,-18.28383,0
108,-15.362829,-15.685842,0
109,-30.295616,12.528936,0
110,-11.161,-19.533392,0
111,-35.312733,-20.517982,0
112,-19.588343,6.687182,0
113,-8.225343,-5.241899,0
114,-37.03947,4.517893,0
115,-13.342366,-17.848871,0
116,-20.67397,10.5609455,0
117,-46.924805,-5.167459,0
118,-34.658707,2.1752987,0
119,-49.980938,-2.6833458,0
120,-22.665754,1.2007266,0
121,-47.34543,-7.2534933,0
122,-28.878975,-15.818439,0
123,-35.37938,2.2748287,0
124,-39.21585,-16.862408,0
125,-24.013687,6.8327394,0
126,-49.021423,-2.2626016,0
127,-16.96734,-17.409027,0
128,-25.441238,11.909484,0
129,-16.796974,6.6765733,0
130,-41.896652,-4.4765396,0
131,-26.347782,-1.1157833,0
132,-9.813818,-17.770544,0
133,-24.285799,-2.2732222,0
134,-36.84752,-19.465773,0
135,-9.936146,-3.1130176,0
136,-13.682382,-3.586493,0
137,-29.713415,-2.1681228,0
138,-30.60236,6.9896355,0
139,-23.873535,-0.90069073,0
140,-40.68268,-17.500914,0
141,-25.058914,5.6347322,0
142,-47.991962,-5.2997584,0
143,-42.352016,-11.452041,0
144,-22.703,11.216562,0
145,-39.47762,-1.7969555,0
146,-41.52606,-2.9123151,0
147,-18.99495,8.384183,0
148,-32.874035,-16.64932,0
149,-31.593422,-16.967125,0
150,-35.453068,-14.570035,0
151,-16.329062,4.051358,0
152,-31.750055,-22.197174,0
153,-38.83178,-10.393461,0
154,-14.136853,-14.704601,0
155,-45.45672,-2.2129898,0
156,-27.316746,11.74688,0
157,-31.842701,-3.8394845,0
158,-31.252739,-17.773918,0
159,-26.579393,-18.755136,0
160,-40.774506,-12.159917,0
161,-47.177223,-8.402395,0
162,-11.096013,-4.760902,0
163,-48.479424,-3.5377302,0
164,-37.878677,-21.327642,0
165,-23.261286,6.6990814,0
166,-11.834028,-13.907848,0
167,-28.829786,-3.8510685,0
168,-15.42538,-1.5300183,0
169,-26.878645,-1.2737949,0
170,-48.491356,-5.7117577,0
171,-12.083466,-14.020585,0
172,-30.359476,9.630222,0
173,-36.99436,-10.638849,0
174,-13.226359,-14.831475,0
175,-9.270884,-6.1391215,0
176,-25.216574,1.4343389,0
177,-7.8076015,-4.9960527,0
178,-23.352535,-2.4234593,0
179,-19.163128,-11.890914,0
180,-42.740402,2.0226762,0
181,-20.464994,-10.537224,0
182,-36.3216,-19.58301,0
183,-35.215187,3.4221299,0
184,-29.232193,10.085657,0
185,-22.631872,7.3609414,0
186,-14.805234,-5.9431973,0
187,-40.911366,1.2002323,0
188,-14.387297,-8.777941,0
189,-16.636917,1.3962333,0
190,-20.58531,9.806332,0
191,-24.341335,11.552238,0
192,-25.261324,11.102946,0
193,-12.354163,-17.499968,0
194,-23.325272,-5.234628,0
195,-39.484394,1.1276124,0
196,-36.1586,-8.200512,0
197,-41.448196,-15.70233,0
198,-19.946747,-9.890698,0
199,-27.93649,8.294773,0
200,-8.507563,-6.0780745,0
201,-17.63895,-20.447206,0
202,-35.4769,-6.6240234,0
203,-19.266754,-11.62857,0
204,-24.052357,1.2389933,0
205,-15.880245,3.607396,0
206,-23.227976,-2.9201343,0
207,-18.008808,5.7973695,0
208,-32.956627,-21.489513,0
209,-22.756577,0.78770804,0
210,-10.698567,-18.92391,0
211,-26.058033,-17.488897,0
212,-12.60532,-15.35261,0
213,-36.04794,-10.017553,0
214,-23.114662,9.163874,0
215,-33.336452,-17.39699,0
216,-21.064562,9.246251,0
217,-30.476316,-3.418265,0
218,-35.078815,2.249654,0
219,-23.606808,-4.164719,0
220,-35.490585,-10.277841,0
221,-15.976248,0.36938024,0
222,-24.066236,-2.9327056,0
223,-26.737532,13.759394,0
224,-49.415237,-2.89152,0
225,-35.561054,-13.811269,0
226,-47.63571,-5.110447,0
227,-18.450623,10.050537,0
228,-47.190346,-4.108777,0
229,-14.956438,0.2994094,0
230,-35.1591,-9.663786,0
231,-40.98059,-16.298388,0
232,-19.1405,-14.288037,0
233,-49.491695,-5.3697586,0
234,-15.99832,-0.33518884,0
235,-23.13089,-4.4801073,0
236,-13.207607,-1.0728958,0
237,-10.464088,-7.509084,0
238,-39.22011,0.45858958,0
239,-28.368319,-3.6727202,0
240,-37.329315,-19.679174,0
241,-26.660875,13.494684,0
242,-30.069176,-19.479342,0
243,-40.97442,-3.9344926,0
244,-28.899387,-0.13985622,0
245,-26.59563,11.435811,0
246,-39.919888,2.903621,0
247,-15.841115,-18.678156,0
248,-25.902725,13.231308,0
249,-41.83846,-13.657698,0
250,-43.91623,0.56802434,0
251,-41.043194,3.8315766,0
252,-17.53205,-16.225267,0
253,-28.425035,11.906251,0
254,-40.9685,-20.704702,0
255,-30.950375,-22.600395,0
256,-19.126904,2.36976,0
257,-33.545345,-15.656303,0
258,-23.470976,-18.182432,0
259,-7.7511964,-4.0398993,0
260,-37.284214,3.427817,0
261,-24.751305,8.505134,0
262,-36.948746,-10.50641,0
263,-50.442303,-3.7181432,0
264,-36.882427,-8.858542,0
265,-17.787512,10.089368,0
266,-37.92873,-19.136381,0
267,-22.513683,9.026522,0
268,-27.387611,-18.02446,0
269,-26.699512,-16.87105,0
270,-24.825842,-18.546337,0
271,-28.97742,10.612664,0
272,-17.994057,9.356634,0
273,-32.523552,-22.366861,0
274,-40.428604,0.28953317,0
275,-21.04122,-10.794404,0
276,-39.486942,-11.890272,0
277,-30.410414,-21.21946,0
278,-25.514408,-18.332829,0
279,-41.129684,-16.876835,0
280,-15.048917,-19.283392,0
281,-29.636518,7.934055,0
282,-21.931313,10.240578,0
283,-28.997713,-19.6893,0
284,-15.754778,-17.97213,0
285,-42.562126,-10.408429,0
286,-8.581327,-4.192185,0
287,-14.995276,-9.043885,0
288,-30.379908,-16.979357,0
289,-23.258125,8.400773,0
290,-10.13063,-18.27005,0
291,-41.329533,-17.705446,0
292,-35.80834,-7.571208,0
293,-19.91003,-12.235833,0
294,-29.038658,13.333379,0
295,-18.606365,5.3481274,0
296,-27.45524,-18.951311,0
297,-13.377583,-19.036066,0
298,-13.460729,-21.239994,0
299,-20.513758,4.364789,0
300,-40.349834,-12.382339,0
301,-10.27687,-19.486912,0
302,-11.941313,-3.8300843,0
303,-24.52606,11.028028,0
304,-21.527674,6.789227,0
305,-37.089878,-21.040688,0
306,-40.624214,-3.6833975,0
307,-17.56083,-17.126678,0
308,-47.08525,-3.1231453,0
309,-34.36579,-15.251532,0
310,-13.818325,-22.072824,0
311,-28.590557,-19.8883,0
312,-39.166336,2.6729145,0
313,-29.210068,-1.4165963,0
314,-30.737123,8.051269,0
315,-15.959967,-18.428205,0
316,-14.872265,-16.554937,0
317,-30.34296,-4.01759,0
318,-13.288326,-21.456585,0
319,-15.217464,-20.503931,0
320,-39.248604,4.177523,0
321,-13.89473,-16.537746,0
322,-11.037409,-4.5493097,0
323,-29.979052,0.2085199,0
324,-45.441326,-2.529711,0
325,-34.35783,2.331877,0
326,-47.75405,-3.222853,0
327,-22.488106,-4.745034,0
328,-22.579971,-3.1186159,0
329,-25.857998,-2.7669234,0
330,-26.725218,-3.4946773,0
331,-12.381712,-15.224488,0
332,-39.002903,-20.917646,0
333,-24.910257,-16.157698,0
334,-15.072856,-1.6473241,0
335,-36.254627,-6.8374524,0
336,-28.033087,8.320339,0
337,-49.077038,-4.381179,0
338,-28.191957,-17.440659,0
339,-34.220943,-4.557466,0
340,-40.497902,-13.002431,0
341,-19.991083,10.50316,0
342,-9.841433,-5.9568667,0
343,-36.113403,-20.771107,0
344,-38.47108,-22.551933,0
345,-40.436035,1.9896799,0
346,-11.370192,-16.78959,0
347,-13.601205,-14.036344,0
348,-48.12276,-6.9513407,0
349,-43.488625,-11.523012,0
350,-16.947502,-21.350153,0
351,-18.63345,-9.2528515,0
352,-25.032696,5.9929776,0
353,-40.24778,2.3249972,0
354,-14.577705,-6.070254,0
355,-14.788146,-7.875685,0
356,-10.112955,-3.4189987,0
357,-26.710022,-16.254433,0
358,-9.266353,-6.6312838,0
359,-26.447544,-16.518154,0
360,-14.744374,0.33188412,0
361,-27.8982,-15.611022,0
362,-30.491625,-20.564743,0
363,-39.24804,4.4975605,0
364,-34.309288,-9.432251,0
365,-17.826855,-8.16319,0
366,-37.381634,-7.103259,0
367,-23.202663,7.615023,0
368,-26.83321,-20.098875,0
369,-46.718212,-6.554148,0
370,-12.210108,-18.536337,0
371,-30.318897,-18.260216,0
372,-13.422979,-22.154413,0
373,-27.833347,-0.95400155,0
374,-38.846363,5.8683624,0
375,-17.26151,8.7329035,0
376,-38.173435,-18.648695,0
377,-34.790375,-18.305979,0
378,-34.37134,-14.677735,0
379,-27.470787,-1.4745795,0
380,-13.014982,-18.788425,0
381,-18.364548,0.0073133893,0
382,-37.970848,-16.98656,0
383,-11.482813,-18.672842,0
384,-34.140198,-17.731928,0
385,-16.365252,-21.65469,0
386,-28.018475,-15.804981,0
387,-36.98896,8.18805,0
388,-25.234425,-15.602567,0
389,-15.90222,3.4208915,0
390,-23.709417,10.580821,0
391,-43.85881,1.9668308,0
392,-19.736147,-11.233569,0
393,-42.524746,-9.041535,0
394,-24.474943,-0.40325445,0
395,-27.62247,-17.62105,0
396,-42.03336,-19.836996,0
397,-30.715818,-18.423195,0
398,-14.500349,-14.119417,0
399,-14.789118,-0.8837836,0
400,-18.707588,9.309191,0
401,-25.582676,-0.17588338,0
402,-41.61775,-19.047194,0
403,-7.199659,-4.0691447,0
404,-48.89083,-2.963978,0
405,-16.755007,-1.3490213,0
406,-37.29744,-20.352081,0
407,-34.60526,3.173553,0
408,-11.783784,-16.993158,0
409,-19.821997,8.894203,0
410,-30.484047,-4.9914165,0
411,-30.59924,9.078931,0
412,-27.387217,-3.3749065,0
413,-21.99019,8.219034,0
414,-10.234056,-4.198477,0
415,-43.47318,-0.704418,0
416,-11.254014,-2.5144832,0
417,-11.884327,-20.31155,0
418,-7.6486087,-5.464583,0
419,-38.038147,-19.80378,0
420,-35.575706,-14.95207,0
421,-44.978573,-0.6249653,0
422,-27.255487,11.085491,0
423,-41.097874,-15.728113,0
424,-9.719763,-7.641025,0
425,-44.09015,-1.2167258,0
426,-38.092754,2.5146117,0
427,-18.326262,-6.995354,0
428,-38.87526,-11.758928,0
429,-48.12453,-7.2551355,0
430,-27.437515,-20.311876,0
431,-48.410538,-4.1926255,0
432,-39.489746,-3.3448825,0
433,-12.260732,-20.433977,0
434,-23.882158,7.828444,0
435,-41.72153,-15.092164,0
436,-26.49679,-17.796219,0
